chloride,cem,slag,sf,fa,wb_ratio,sol,per,depth
0.110388045,0.125,0.933333333,0,0,1,0.659222116,0.019351292,0.033557047
0.055073512,0.125,0.933333333,0,0,1,0.659222116,0.019351292,0.046979866
0.481802844,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0
0.807182454,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.020134228
0.686671487,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.046979866
0.626416004,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.073825503
0.517956134,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.100671141
0.493853941,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.140939597
0.397445168,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.194630872
0.288985298,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.261744966
0.240780911,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.342281879
0.144372138,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.422818792
0.096167751,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.516778523
0.047963365,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.624161074
0.047963365,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.731543624
0.047963365,0.8875,0,0.72,0,0.8,0.533863359,0.628779549,0.838926174
0.433598457,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0
0.734875874,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.020134228
0.650518197,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.046979866
0.602313811,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.073825503
0.542058327,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.100671141
0.373342974,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.140939597
0.264883104,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.194630872
0.228729814,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.261744966
0.120269945,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.342281879
0.072065558,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.422818792
0.060014461,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.516778523
0.047963365,0.575,0.4,0.32,0,0,0.533863359,0.628779549,0.624161074
0.867437937,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0
1,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.020134228
0.831284647,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.046979866
0.626416004,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.073825503
0.614364907,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.100671141
0.554109424,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.140939597
0.397445168,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.194630872
0.397445168,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.261744966
0.240780911,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.342281879
0.132321041,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.422818792
0.035912268,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.516778523
0.047963365,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.624161074
0.047963365,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.731543624
0.035912268,0.6875,0,0.4,1,0.4,0.533863359,0.628779549,0.838926174
0.802362015,0.95,0,0.32,0,0,0.626232969,1,0.013422819
0.715594119,0.95,0,0.32,0,0,0.626232969,1,0.053691275
0.67462039,0.95,0,0.32,0,0,0.626232969,1,0.100671141
0.662569294,0.95,0,0.32,0,0,0.626232969,1,0.161073826
0.56977585,0.95,0,0.32,0,0,0.626232969,1,0.228187919
0.445649554,0.95,0,0.32,0,0,0.626232969,1,0.32885906
0.351651,0.95,0,0.32,0,0,0.626232969,1,0.463087248
0.262472885,0.95,0,0.32,0,0,0.626232969,1,0.597315436
0.367317426,0.7,0,0.32,1,0,0.626232969,1,0.013422819
0.449264883,0.7,0,0.32,1,0,0.626232969,1,0.053691275
0.323933478,0.7,0,0.32,1,0,0.626232969,1,0.100671141
0.274523982,0.7,0,0.32,1,0,0.626232969,1,0.161073826
0.196191853,0.7,0,0.32,1,0,0.626232969,1,0.228187919
0.087731984,0.7,0,0.32,1,0,0.626232969,1,0.32885906
0.0274765,0.7,0,0.32,1,0,0.626232969,1,0.463087248
0.005784526,0.7,0,0.32,1,0,0.626232969,1,0.597315436
0.814413112,0.84375,0,1,0,0,0.626232969,1,0.013422819
0.634851772,0.84375,0,1,0,0,0.626232969,1,0.053691275
0.570980959,0.84375,0,1,0,0,0.626232969,1,0.100671141
0.542058327,0.84375,0,1,0,0,0.626232969,1,0.161073826
0.469751747,0.84375,0,1,0,0,0.626232969,1,0.228187919
0.401060497,0.84375,0,1,0,0,0.626232969,1,0.32885906
0.255242227,0.84375,0,1,0,0,0.626232969,1,0.463087248
0.09978308,0.84375,0,1,0,0,0.626232969,1,0.597315436
0.321523259,1,0,0,0,0,1,0,0.060402685
0.021342492,1,0,0,0,0,1,0,0.194630872
0.011388286,1,0,0,0,0,1,0,0.32885906
0.353036876,1,0,0,0,0,1,0.006597031,0.060402685
0.023101952,1,0,0,0,0,1,0.006597031,0.194630872
0.011665462,1,0,0,0,0,1,0.006597031,0.32885906
0.389913232,1,0,0,0,0,1,0.013194063,0.060402685
0.026572668,1,0,0,0,0,1,0.013194063,0.194630872
0.013894914,1,0,0,0,0,1,0.013194063,0.32885906
0.415811039,1,0,0,0,0,1,0,0.060402685
0.026476259,1,0,0,0,0,1,0,0.194630872
0.015545915,1,0,0,0,0,1,0,0.32885906
0.497529525,1,0,0,0,0,1,0.006597031,0.060402685
0.027813931,1,0,0,0,0,1,0.006597031,0.194630872
0.017486141,1,0,0,0,0,1,0.006597031,0.32885906
0.437466859,1,0,0,0,0,1,0.013194063,0.060402685
0.034116655,1,0,0,0,0,1,0.013194063,0.194630872
0.018908171,1,0,0,0,0,1,0.013194063,0.32885906
0.228958785,1,0,0,0,0,1,0,0.060402685
0.008038081,1,0,0,0,0,1,0,0.194630872
0.005109665,1,0,0,0,0,1,0,0.32885906
0.172294529,1,0,0,0,0,1,0.006597031,0.060402685
0.012954929,1,0,0,0,0,1,0.006597031,0.194630872
0.00779706,1,0,0,0,0,1,0.006597031,0.32885906
0.229368523,1,0,0,0,0,1,0.013194063,0.060402685
0.050144613,1,0,0,0,0,1,0.013194063,0.194630872
0.008580381,1,0,0,0,0,1,0.013194063,0.32885906
0.375319354,1,0,0,0,0,1,0,0.060402685
0.011340082,1,0,0,0,0,1,0,0.194630872
0.005061461,1,0,0,0,0,1,0,0.32885906
0.441805254,1,0,0,0,0,1,0.006597031,0.060402685
0.018691251,1,0,0,0,0,1,0.006597031,0.194630872
0.008146541,1,0,0,0,0,1,0.006597031,0.32885906
0.651831767,1,0,0,0,0,1,0.013194063,0.060402685
0.161412389,1,0,0,0,0,1,0.013194063,0.194630872
0.012533141,1,0,0,0,0,1,0.013194063,0.32885906
0.228729814,1,0,0,0,0.5,0.32933065,1,0.013422819
0.180525428,1,0,0,0,0.5,0.32933065,1,0.080536913
0.192576524,1,0,0,0,0.5,0.32933065,1,0.147651007
0.168474331,1,0,0,0,0.5,0.32933065,1,0.214765101
0.180525428,1,0,0,0,0.5,0.32933065,1,0.281879195
0.156423235,1,0,0,0,0.5,0.32933065,1,0.389261745
0.168474331,0.875,0,0.8,0,0.5,0.32933065,1,0.013422819
0.120269945,0.875,0,0.8,0,0.5,0.32933065,1,0.080536913
0.120269945,0.875,0,0.8,0,0.5,0.32933065,1,0.147651007
0.096167751,0.875,0,0.8,0,0.5,0.32933065,1,0.214765101
0.072065558,0.875,0,0.8,0,0.5,0.32933065,1,0.281879195
0.023861171,0.875,0,0.8,0,0.5,0.32933065,1,0.389261745
0.120269945,0,1,0.4,0,0.5,0.32933065,1,0.013422819
0.204627621,0,1,0.4,0,0.5,0.32933065,1,0.080536913
0.156423235,0,1,0.4,0,0.5,0.32933065,1,0.147651007
0.096167751,0,1,0.4,0,0.5,0.32933065,1,0.214765101
0.035912268,0,1,0.4,0,0.5,0.32933065,1,0.281879195
0.011810075,0,1,0.4,0,0.5,0.32933065,1,0.389261745
0.313087491,1,0,0,0,0.5,0.32933065,1,0.013422819
0.120269945,1,0,0,0,0.5,0.32933065,1,0.080536913
0.120269945,1,0,0,0,0.5,0.32933065,1,0.147651007
0.204627621,1,0,0,0,0.5,0.32933065,1,0.214765101
0.180525428,1,0,0,0,0.5,0.32933065,1,0.281879195
0.120269945,1,0,0,0,0.5,0.32933065,1,0.389261745
0.204627621,0.875,0,0.8,0,0.5,0.32933065,1,0.013422819
0.120269945,0.875,0,0.8,0,0.5,0.32933065,1,0.080536913
0.108218848,0.875,0,0.8,0,0.5,0.32933065,1,0.147651007
0.096167751,0.875,0,0.8,0,0.5,0.32933065,1,0.214765101
0.072065558,0.875,0,0.8,0,0.5,0.32933065,1,0.281879195
0.023861171,0.875,0,0.8,0,0.5,0.32933065,1,0.389261745
0.120269945,0,1,0.4,0,0.5,0.32933065,1,0.013422819
0.108218848,0,1,0.4,0,0.5,0.32933065,1,0.080536913
0.011810075,0,1,0.4,0,0.5,0.32933065,1,0.147651007
0.011810075,0,1,0.4,0,0.5,0.32933065,1,0.214765101
0.060014461,0,1,0.4,0,0.5,0.32933065,1,0.281879195
0.011810075,0,1,0.4,0,0.5,0.32933065,1,0.389261745
0.221499156,1,0,0,0,0.5,0.32933065,0.598680594,0.013422819
0.145577248,1,0,0,0,0.5,0.32933065,0.598680594,0.080536913
0.167269221,1,0,0,0,0.5,0.32933065,0.598680594,0.147651007
0.149192577,1,0,0,0,0.5,0.32933065,0.598680594,0.214765101
0.125090383,1,0,0,0,0.5,0.32933065,0.598680594,0.281879195
0.109423958,1,0,0,0,0.5,0.32933065,0.598680594,0.389261745
0.140756809,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.013422819
0.149192577,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.080536913
0.115449506,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.147651007
0.098577971,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.214765101
0.072065558,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.281879195
0.017835623,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.389261745
0.199807182,0,1,0.4,0,0.5,0.32933065,0.598680594,0.013422819
0.141961919,0,1,0.4,0,0.5,0.32933065,0.598680594,0.080536913
0.09978308,0,1,0.4,0,0.5,0.32933065,0.598680594,0.147651007
0.061219571,0,1,0.4,0,0.5,0.32933065,0.598680594,0.214765101
0.02988672,0,1,0.4,0,0.5,0.32933065,0.598680594,0.281879195
0.020245842,0,1,0.4,0,0.5,0.32933065,0.598680594,0.389261745
0.093757532,1,0,0,0,0.5,0.32933065,0.598680594,0.013422819
0.049168474,1,0,0,0,0.5,0.32933065,0.598680594,0.080536913
0.050373584,1,0,0,0,0.5,0.32933065,0.598680594,0.147651007
0.037117378,1,0,0,0,0.5,0.32933065,0.598680594,0.214765101
0.037117378,1,0,0,0,0.5,0.32933065,0.598680594,0.281879195
0.032296939,1,0,0,0,0.5,0.32933065,0.598680594,0.389261745
0.052783803,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.013422819
0.050373584,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.080536913
0.040732707,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.147651007
0.020245842,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.214765101
0.008194746,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.281879195
0.009399855,0.875,0,0.8,0,0.5,0.32933065,0.598680594,0.389261745
0.143167028,0,1,0.4,0,0.5,0.32933065,0.598680594,0.013422819
0.10098819,0,1,0.4,0,0.5,0.32933065,0.598680594,0.080536913
0.053988913,0,1,0.4,0,0.5,0.32933065,0.598680594,0.147651007
0.019040733,0,1,0.4,0,0.5,0.32933065,0.598680594,0.214765101
0.008194746,0,1,0.4,0,0.5,0.32933065,0.598680594,0.281879195
0.011810075,0,1,0.4,0,0.5,0.32933065,0.598680594,0.389261745
0.017835623,1,0,0,0,0.5,0,0.598680594,0.013422819
0.015425404,1,0,0,0,0.5,0,0.598680594,0.080536913
0.011810075,1,0,0,0,0.5,0,0.598680594,0.147651007
0.013015184,1,0,0,0,0.5,0,0.598680594,0.214765101
0.013015184,1,0,0,0,0.5,0,0.598680594,0.281879195
0.009399855,1,0,0,0,0.5,0,0.598680594,0.389261745
0.017835623,0.875,0,0.8,0,0.5,0,0.598680594,0.013422819
0.009399855,0.875,0,0.8,0,0.5,0,0.598680594,0.080536913
0.013015184,0.875,0,0.8,0,0.5,0,0.598680594,0.147651007
0.013015184,0.875,0,0.8,0,0.5,0,0.598680594,0.214765101
0.006989636,0.875,0,0.8,0,0.5,0,0.598680594,0.281879195
0.006989636,0.875,0,0.8,0,0.5,0,0.598680594,0.389261745
0.044348036,0,1,0.4,0,0.5,0,0.598680594,0.013422819
0.0274765,0,1,0.4,0,0.5,0,0.598680594,0.080536913
0.015425404,0,1,0.4,0,0.5,0,0.598680594,0.147651007
0.021450952,0,1,0.4,0,0.5,0,0.598680594,0.214765101
0.020245842,0,1,0.4,0,0.5,0,0.598680594,0.281879195
0.025066281,0,1,0.4,0,0.5,0,0.598680594,0.389261745
0.11219571,1,0,0,0,0.5,0.32933065,0.438152831,0.127516779
0.079898771,1,0,0,0,0.5,0.32933065,0.438152831,0.32885906
0.034707158,1,0,0,0,0.5,0.32933065,0.438152831,0.66442953
0.01241263,1,0,0,0,0.5,0.32933065,0.438152831,1
0.066160521,0.875,0,0.8,0,0.5,0.32933065,0.438152831,0.127516779
0.023017595,0.875,0,0.8,0,0.5,0.32933065,0.438152831,0.32885906
0.000843577,0.875,0,0.8,0,0.5,0.32933065,0.438152831,0.66442953
0.09351651,0,1,0.4,0,0.5,0.32933065,0.438152831,0.127516779
0.031332851,0,1,0.4,0,0.5,0.32933065,0.438152831,0.32885906
0.000964088,0,1,0.4,0,0.5,0.32933065,0.438152831,0.66442953
0.040732707,1,0,0,0,0.5,0.32933065,0.438152831,0.127516779
0.016871535,1,0,0,0,0.5,0.32933065,0.438152831,0.32885906
0.00120511,1,0,0,0,0.5,0.32933065,0.438152831,0.66442953
0.071221981,0.875,0,0.8,0,0.5,0.32933065,0.438152831,0.127516779
0.016510002,0.875,0,0.8,0,0.5,0.32933065,0.438152831,0.32885906
0,0.875,0,0.8,0,0.5,0.32933065,0.438152831,0.66442953
0.072788624,0,1,0.4,0,0.5,0.32933065,0.438152831,0.127516779
0.025789347,0,1,0.4,0,0.5,0.32933065,0.438152831,0.32885906
0.000964088,0,1,0.4,0,0.5,0.32933065,0.438152831,0.66442953
